Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Algeria,,Algiers,1,1,2015,49.9
Africa,Algeria,,Algiers,1,2,2015,46.6
Africa,Algeria,,Algiers,1,3,2015,48.1
Africa,Algeria,,Algiers,1,4,2015,49.2
Africa,Algeria,,Algiers,1,5,2015,47.6
Africa,Algeria,,Algiers,1,6,2015,49.6
Africa,Algeria,,Algiers,1,7,2015,51
Africa,Algeria,,Algiers,1,8,2015,49.3
Africa,Algeria,,Algiers,1,9,2015,47.7
Africa,Algeria,,Algiers,1,10,2015,48.1
Africa,Algeria,,Algiers,1,11,2015,49.6
Africa,Algeria,,Algiers,1,12,2015,51.3
Africa,Algeria,,Algiers,1,13,2015,52.2
Africa,Algeria,,Algiers,1,14,2015,52.9
Africa,Algeria,,Algiers,1,15,2015,56.2
Africa,Algeria,,Algiers,1,16,2015,58.9
Africa,Algeria,,Algiers,1,17,2015,51.5
Africa,Algeria,,Algiers,1,18,2015,48.2
Africa,Algeria,,Algiers,1,19,2015,53.2
Africa,Algeria,,Algiers,1,20,2015,49.7
Africa,Algeria,,Algiers,1,21,2015,47.4
Africa,Algeria,,Algiers,1,22,2015,45
Africa,Algeria,,Algiers,1,23,2015,47
Africa,Algeria,,Algiers,1,24,2015,48.1
Africa,Algeria,,Algiers,1,25,2015,49.6
Africa,Algeria,,Algiers,1,26,2015,50.2
Africa,Algeria,,Algiers,1,27,2015,50.1
Africa,Algeria,,Algiers,1,28,2015,51.5
Africa,Algeria,,Algiers,1,29,2015,53.6
Africa,Algeria,,Algiers,1,30,2015,62.5
Africa,Algeria,,Algiers,1,31,2015,58.8
Africa,Algeria,,Algiers,2,1,2015,52.2
Africa,Algeria,,Algiers,2,2,2015,49.3
Africa,Algeria,,Algiers,2,3,2015,55.2
Africa,Algeria,,Algiers,2,4,2015,50.5
Africa,Algeria,,Algiers,2,5,2015,42.9
Africa,Algeria,,Algiers,2,6,2015,45.1
Africa,Algeria,,Algiers,2,7,2015,47
Africa,Algeria,,Algiers,2,8,2015,45.4
Africa,Algeria,,Algiers,2,9,2015,44.1
Africa,Algeria,,Algiers,2,10,2015,49.9
Africa,Algeria,,Algiers,2,11,2015,53.7
Africa,Algeria,,Algiers,2,12,2015,49.8
Africa,Algeria,,Algiers,2,13,2015,51.8
Africa,Algeria,,Algiers,2,14,2015,53.6
Africa,Algeria,,Algiers,2,15,2015,56.5
Africa,Algeria,,Algiers,2,16,2015,55.1
Africa,Algeria,,Algiers,2,17,2015,50.3
Africa,Algeria,,Algiers,2,18,2015,54.4
Africa,Algeria,,Algiers,2,19,2015,53.3
Africa,Algeria,,Algiers,2,20,2015,50.6
Africa,Algeria,,Algiers,2,21,2015,51.3
Africa,Algeria,,Algiers,2,22,2015,47.4
Africa,Algeria,,Algiers,2,23,2015,50.5
Africa,Algeria,,Algiers,2,24,2015,56.4
Africa,Algeria,,Algiers,2,25,2015,54.7
Africa,Algeria,,Algiers,2,26,2015,53.3
Africa,Algeria,,Algiers,2,27,2015,52.9
Africa,Algeria,,Algiers,2,28,2015,49.9
Africa,Algeria,,Algiers,3,1,2015,51.3
Africa,Algeria,,Algiers,3,2,2015,56.6
Africa,Algeria,,Algiers,3,3,2015,59.2
Africa,Algeria,,Algiers,3,4,2015,57.7
Africa,Algeria,,Algiers,3,5,2015,52.4
