Region,Country,State,City,Month,Day,Year,AvgTemperature
Middle East,Turkey,,Ankara,2,4,1997,7.9
Middle East,Turkey,,Ankara,2,5,1997,8.4
Middle East,Turkey,,Ankara,2,3,1997,8.8
Middle East,Turkey,,Ankara,2,6,1997,13.3
Middle East,Turkey,,Ankara,1,31,1998,14.1
Middle East,Turkey,,Ankara,11,25,1995,18.6
Middle East,Turkey,,Ankara,2,2,1996,18.9
Middle East,Turkey,,Ankara,1,27,1997,18.9
Middle East,Turkey,,Ankara,12,18,1995,19.1
Middle East,Turkey,,Ankara,11,27,1995,19.3
Middle East,Turkey,,Ankara,1,24,1996,19.6
Middle East,Turkey,,Ankara,11,28,1995,19.9
Middle East,Turkey,,Ankara,11,26,1995,20.2
Middle East,Turkey,,Ankara,1,22,1995,20.6
Middle East,Turkey,,Ankara,12,17,1995,20.6
Middle East,Turkey,,Ankara,1,22,1996,20.6
Middle East,Turkey,,Ankara,2,2,1997,20.7
Middle East,Turkey,,Ankara,1,31,1997,21
Middle East,Turkey,,Ankara,2,1,1998,21.2
Middle East,Turkey,,Ankara,1,23,1996,21.4
Middle East,Turkey,,Ankara,11,24,1995,21.5
Middle East,Turkey,,Ankara,2,3,1996,21.8
Middle East,Turkey,,Ankara,3,24,1997,21.8
Middle East,Turkey,,Ankara,1,25,1996,21.9
Middle East,Turkey,,Ankara,1,28,1997,22.3
Middle East,Turkey,,Ankara,2,7,1997,22.4
Middle East,Turkey,,Ankara,1,30,1998,22.5
Middle East,Turkey,,Ankara,12,19,1995,22.9
Middle East,Turkey,,Ankara,2,9,1997,22.9
Middle East,Turkey,,Ankara,2,5,1995,23.3
Middle East,Turkey,,Ankara,2,1,1996,23.4
Middle East,Turkey,,Ankara,1,11,1998,23.4
Middle East,Turkey,,Ankara,1,21,1995,23.5
Middle East,Turkey,,Ankara,1,30,1997,23.7
Middle East,Turkey,,Ankara,12,19,1997,23.7
Middle East,Turkey,,Ankara,1,29,1997,23.8
Middle East,Turkey,,Ankara,3,19,1997,24.1
Middle East,Turkey,,Ankara,1,18,1995,24.2
Middle East,Turkey,,Ankara,1,19,1995,24.3
Middle East,Turkey,,Ankara,3,23,1997,24.3
Middle East,Turkey,,Ankara,1,20,1995,24.4
Middle East,Turkey,,Ankara,1,26,1999,24.4
Middle East,Turkey,,Ankara,12,14,1995,24.5
Middle East,Turkey,,Ankara,12,15,1995,24.6
Middle East,Turkey,,Ankara,2,10,1997,24.6
Middle East,Turkey,,Ankara,11,9,1995,24.7
Middle East,Turkey,,Ankara,3,24,1998,24.8
Middle East,Turkey,,Ankara,12,18,1997,24.9
